DATETIME,OPEN,HIGH,LOW,CLOSE,VOLUME
2020-04-30,0.227169,0.235703,0.211577,0.212761,3145263527
2020-05-01,0.212858,0.224771,0.212795,0.219248,2306876493
2020-05-02,0.219275,0.225606,0.217248,0.223914,2170661654
2020-05-03,0.224064,0.22634,0.217737,0.219414,2182399826
2020-05-04,0.219451,0.220608,0.210598,0.218963,2462194723
2020-05-05,0.21891,0.221752,0.215441,0.216463,2104127661
2020-05-06,0.216284,0.222338,0.21521,0.21521,2159327467
2020-05-07,0.215492,0.220939,0.21304,0.218917,2582702615
2020-05-08,0.218837,0.221909,0.215489,0.219827,2460030844
2020-05-09,0.219663,0.224728,0.216803,0.216902,2543805062
2020-05-10,0.217133,0.217133,0.190549,0.198176,3067472277
2020-05-11,0.198162,0.200186,0.188483,0.194064,2470709527
2020-05-12,0.194241,0.199801,0.192729,0.197637,2056508741
2020-05-13,0.197561,0.203411,0.196607,0.20148,1947109951
2020-05-14,0.201341,0.204586,0.199653,0.203129,2154131805
2020-05-15,0.20294,0.203416,0.197301,0.198911,2046326382
2020-05-16,0.199081,0.202101,0.197924,0.200032,1794850124
2020-05-17,0.200536,0.203872,0.199713,0.201255,1752063749
2020-05-18,0.201353,0.206325,0.201024,0.205176,1968537517
2020-05-19,0.205251,0.205327,0.201947,0.204028,1973351018
2020-05-20,0.203935,0.205628,0.200245,0.201707,1933723829
2020-05-21,0.201832,0.202703,0.191448,0.195509,1753934487
2020-05-22,0.195535,0.201745,0.193609,0.200343,1852264124
2020-05-23,0.200418,0.201769,0.197664,0.198856,1459815520
2020-05-24,0.198911,0.201453,0.195403,0.195431,1447641496
2020-05-25,0.195285,0.197629,0.192201,0.197327,1671594106
2020-05-26,0.197273,0.197611,0.193404,0.193975,1585691777
2020-05-27,0.19392,0.198821,0.193764,0.197857,1535112977
2020-05-28,0.197924,0.200902,0.195621,0.200595,1615654544
2020-05-29,0.200669,0.202827,0.197129,0.198348,1477357235
2020-05-30,0.198349,0.206474,0.196925,0.20622,1683149544
2020-05-31,0.206236,0.211519,0.201749,0.202906,1737139256
2020-06-01,0.202834,0.210731,0.202112,0.210249,1702904267
2020-06-02,0.210182,0.214335,0.200696,0.202764,1850078103
2020-06-03,0.202901,0.204478,0.20127,0.203663,1335828090
2020-06-04,0.203719,0.206494,0.201864,0.204982,1368430496
2020-06-05,0.205044,0.206744,0.202069,0.204092,1264429379
2020-06-06,0.204208,0.205002,0.202432,0.203142,1048611012
2020-06-07,0.20318,0.204674,0.199672,0.203449,1141964765
2020-06-08,0.203426,0.204178,0.201667,0.203771,1042709461
2020-06-09,0.203809,0.204555,0.200992,0.202013,1108186467
2020-06-10,0.201976,0.203485,0.20059,0.202938,1106635421
2020-06-11,0.202916,0.203701,0.18952,0.19018,1354031836
2020-06-12,0.190165,0.196277,0.188858,0.193943,1157151094
2020-06-13,0.193989,0.194205,0.189932,0.193106,1050423848
2020-06-14,0.193179,0.193667,0.191067,0.191617,1023497502
2020-06-15,0.191617,0.193752,0.183816,0.193074,1315332448
2020-06-16,0.193064,0.19327,0.190029,0.191307,1158919075
2020-06-17,0.191496,0.1973,0.190306,0.193443,1323161116
2020-06-18,0.193455,0.193457,0.189626,0.190957,1045504279
2020-06-19,0.190924,0.191168,0.186534,0.18679,1097387856
2020-06-20,0.18679,0.189806,0.186086,0.1885,966690908
2020-06-21,0.188468,0.189103,0.185501,0.18561,893641269
2020-06-22,0.185665,0.19008,0.185594,0.189272,1209278721
2020-06-23,0.189295,0.189973,0.187062,0.18868,1093605185
2020-06-24,0.1887,0.190857,0.18305,0.184272,1138044691
2020-06-25,0.184076,0.184982,0.180956,0.18357,1055030012
2020-06-26,0.183472,0.185867,0.179898,0.182671,1269492277
2020-06-27,0.183096,0.185064,0.174489,0.176851,1142888783
2020-06-28,0.176872,0.18051,0.175249,0.177692,1139431604
2020-06-29,0.177648,0.179559,0.176243,0.177959,1164729579
2020-06-30,0.177701,0.178355,0.175005,0.17587,1010363683
2020-07-01,0.17575,0.178491,0.174703,0.176976,1115989502
2020-07-02,0.177155,0.178338,0.174234,0.177244,1053683055
2020-07-03,0.177265,0.178443,0.17513,0.176336,976699960
2020-07-04,0.176262,0.179679,0.176196,0.177984,1000145449
2020-07-05,0.177914,0.178729,0.17479,0.177017,969679447
2020-07-06,0.177017,0.189148,0.176471,0.188567,1423923826
2020-07-07,0.188567,0.189005,0.182713,0.184787,1067033698
2020-07-08,0.184814,0.205727,0.1842,0.204692,1878269321
2020-07-09,0.204598,0.210292,0.19856,0.20291,1809158571
2020-07-10,0.202842,0.202842,0.193318,0.198652,1161794555
2020-07-11,0.198724,0.20361,0.19864,0.201197,996288334
2020-07-12,0.201217,0.203251,0.198361,0.200538,850245455
2020-07-13,0.200538,0.205161,0.19594,0.198575,1197056593
2020-07-14,0.198495,0.199556,0.195536,0.198809,1197284578
2020-07-15,0.198774,0.199623,0.196693,0.197111,1067413757
2020-07-16,0.197021,0.197416,0.190181,0.194048,1055841762
2020-07-17,0.194051,0.197143,0.191723,0.194281,936113620
2020-07-18,0.194349,0.201602,0.193937,0.199341,870207693
2020-07-19,0.199404,0.201336,0.196133,0.199135,828392852
2020-07-20,0.199142,0.199775,0.193704,0.195065,848780531
2020-07-21,0.194871,0.200471,0.194008,0.198988,928954951
2020-07-22,0.199029,0.203739,0.196883,0.203342,935529987
2020-07-23,0.203331,0.209244,0.201667,0.207578,1443659224
2020-07-24,0.207814,0.208013,0.202637,0.204049,1294356195
2020-07-25,0.203959,0.216598,0.203757,0.214102,1225769666
2020-07-26,0.213994,0.224031,0.212792,0.214982,1448138807
2020-07-27,0.214948,0.227415,0.211676,0.223672,1762737985
2020-07-28,0.223889,0.233693,0.217894,0.230277,1754695828
2020-07-29,0.230148,0.249353,0.230079,0.243099,2022835116
2020-07-30,0.243254,0.248586,0.238768,0.244522,1650758400
2020-07-31,0.244649,0.259601,0.2422,0.258904,1854522560
2020-08-01,0.258904,0.295759,0.255844,0.289529,3167874461
2020-08-02,0.289742,0.322561,0.275593,0.287062,4780736538
2020-08-03,0.28749,0.318866,0.28519,0.30994,3340814994
2020-08-04,0.309935,0.318296,0.29403,0.300493,2746437659
2020-08-05,0.300783,0.307874,0.29272,0.303311,2048410252
2020-08-06,0.303142,0.310062,0.298339,0.303584,1946386689
2020-08-07,0.303464,0.309324,0.287329,0.294664,4278382957
2020-08-08,0.294905,0.298728,0.291252,0.294022,1355768291
2020-08-09,0.294618,0.298061,0.283924,0.288653,1391288259
2020-08-10,0.288569,0.299405,0.288569,0.294659,2108627560
2020-08-11,0.294683,0.305783,0.274603,0.284449,4542499150
2020-08-12,0.284376,0.289849,0.274191,0.28493,2001506679
2020-08-13,0.28493,0.298182,0.274354,0.297807,2061442814
2020-08-14,0.297533,0.306374,0.293853,0.300371,2246050523
2020-08-15,0.300246,0.304188,0.294891,0.299661,2260353636
2020-08-16,0.299767,0.304052,0.294289,0.303492,2078824448
2020-08-17,0.303641,0.324403,0.29866,0.314767,3001054633
2020-08-18,0.314218,0.320406,0.301843,0.303307,2126503478
2020-08-19,0.303513,0.30554,0.282474,0.290246,2163768928
2020-08-20,0.290301,0.294099,0.286078,0.292573,1749934412
2020-08-21,0.292468,0.295518,0.280258,0.280682,1833818566
2020-08-22,0.280635,0.286546,0.275896,0.286546,1417207522
2020-08-23,0.286358,0.287276,0.278829,0.285386,1183627267
2020-08-24,0.285278,0.291312,0.283117,0.289215,1237229520
2020-08-25,0.289044,0.289571,0.273311,0.277927,1403395912
2020-08-26,0.277693,0.280136,0.274876,0.277491,1194610015
2020-08-27,0.27736,0.278688,0.257513,0.264511,1471948899
2020-08-28,0.264658,0.273302,0.261309,0.272046,1178427813
2020-08-29,0.272009,0.276839,0.269447,0.274497,1053592719
2020-08-30,0.274568,0.283597,0.274357,0.283034,1202203314
2020-08-31,0.283065,0.284512,0.278658,0.281766,1209798563
2020-09-01,0.281612,0.298213,0.278456,0.295696,1730740377
2020-09-02,0.295612,0.303214,0.269151,0.276461,1985414445
2020-09-03,0.276636,0.276726,0.245419,0.24658,1847290355
2020-09-04,0.246726,0.266139,0.244301,0.255883,1924234480
2020-09-05,0.255808,0.259606,0.233811,0.237692,2160621038
2020-09-06,0.237692,0.243732,0.231323,0.240731,1752405005
2020-09-07,0.240812,0.243432,0.231285,0.242174,1773175897
2020-09-08,0.242029,0.243872,0.232833,0.236753,1618416970
2020-09-09,0.236723,0.243213,0.234273,0.239609,1203137131
2020-09-10,0.239689,0.249185,0.23957,0.24353,1353359148
2020-09-11,0.24353,0.244815,0.23752,0.243292,1096662166
2020-09-12,0.243055,0.248752,0.24182,0.247814,1043746083
2020-09-13,0.247814,0.253136,0.238857,0.241801,1163182194
2020-09-14,0.241804,0.249822,0.240322,0.246327,1195994290
2020-09-15,0.246265,0.249245,0.243392,0.24385,1245531094
2020-09-16,0.24401,0.250974,0.236727,0.247847,1421286455
2020-09-17,0.247743,0.25819,0.247218,0.252194,1735400721
2020-09-18,0.252284,0.255716,0.247091,0.250707,1282349756
2020-09-19,0.25053,0.254101,0.248359,0.251716,1043485055
2020-09-20,0.251663,0.251663,0.243716,0.246743,1091283585
2020-09-21,0.246818,0.24811,0.230479,0.232138,1718957623
2020-09-22,0.231848,0.234743,0.230237,0.233417,1019583831
2020-09-23,0.233287,0.235041,0.22113,0.221221,1646803535
2020-09-24,0.221675,0.233687,0.220331,0.232905,1937069766
2020-09-25,0.232928,0.244329,0.230322,0.241922,1770527280
2020-09-26,0.241852,0.245553,0.238702,0.24216,1589059311
2020-09-27,0.241792,0.244359,0.238526,0.242755,1388129507
2020-09-28,0.243334,0.247687,0.241593,0.241862,1722817156
2020-09-29,0.241269,0.246552,0.239038,0.243177,1630882291
2020-09-30,0.24307,0.24307,0.238854,0.241784,1571088310
2020-10-01,0.241969,0.244645,0.234942,0.238249,1725071846
2020-10-02,0.238297,0.239306,0.229823,0.234117,1849001296
2020-10-03,0.234161,0.234972,0.232938,0.232938,1261839176
2020-10-04,0.233072,0.250138,0.23221,0.247685,1885456462
2020-10-05,0.24819,0.253691,0.247091,0.250816,2159900755
2020-10-06,0.250834,0.258777,0.242357,0.245341,3068832281
2020-10-07,0.245435,0.251211,0.241714,0.248539,1894313447
2020-10-08,0.248887,0.252821,0.242914,0.251454,1984994731
2020-10-09,0.251449,0.256678,0.24998,0.253491,2104833281
2020-10-10,0.253227,0.259773,0.253144,0.25429,1957706164
2020-10-11,0.254201,0.258189,0.253823,0.255719,1851962086
2020-10-12,0.255668,0.258219,0.250172,0.256446,2117892928
2020-10-13,0.256351,0.260049,0.253335,0.256323,2098212018
2020-10-14,0.256727,0.258393,0.246683,0.249448,1954936434
2020-10-15,0.249406,0.250278,0.244011,0.24594,1652788747
2020-10-16,0.246058,0.24759,0.2385,0.240443,1656312547
2020-10-17,0.240541,0.242719,0.239218,0.240931,1173505925
2020-10-18,0.24085,0.243419,0.240571,0.242225,1238720802
2020-10-19,0.242308,0.249471,0.240497,0.245964,1435700560
2020-10-20,0.245927,0.2494,0.242562,0.243573,1526376279
2020-10-21,0.243485,0.255227,0.243179,0.251615,2306399543
2020-10-22,0.251335,0.263463,0.251233,0.256807,2827483708
2020-10-23,0.257326,0.259306,0.250713,0.254879,2125734863
2020-10-24,0.254879,0.257645,0.252832,0.256431,1590424952
2020-10-25,0.256431,0.257147,0.251745,0.253213,1484930709
2020-10-26,0.253213,0.258408,0.244082,0.248688,2390566065
2020-10-27,0.248688,0.253874,0.248097,0.252899,2273574015
2020-10-28,0.2529,0.256393,0.244608,0.245865,2375598739
2020-10-29,0.245865,0.246996,0.240312,0.242295,5451698743
2020-10-30,0.242292,0.244,0.232828,0.239184,2364402263
2020-10-31,0.239188,0.243219,0.237749,0.239744,2100764094
2020-11-01,0.239739,0.24132,0.237094,0.239797,1855741696
2020-11-02,0.239804,0.244259,0.233769,0.235421,2412875798
2020-11-03,0.23542,0.242128,0.228772,0.23951,3052524907
2020-11-04,0.23951,0.24039,0.233388,0.237793,3335786074
2020-11-05,0.237799,0.247046,0.237558,0.245776,2949508995
2020-11-06,0.24577,0.260805,0.245307,0.258445,3282591092
2020-11-07,0.258445,0.266417,0.245585,0.249582,3395345984
2020-11-08,0.249582,0.256735,0.247913,0.253939,2364742336
2020-11-09,0.253939,0.25607,0.246115,0.250748,3079413903
2020-11-10,0.250753,0.264297,0.248724,0.253911,3488798458
2020-11-11,0.253911,0.259724,0.252842,0.256259,2811079099
2020-11-12,0.256258,0.258081,0.252839,0.254903,2443233108
2020-11-13,0.254903,0.265679,0.254091,0.265191,2989109717
2020-11-14,0.265191,0.277014,0.262454,0.268342,4433908911
2020-11-15,0.268342,0.276618,0.264645,0.269642,3613774298
2020-11-16,0.269641,0.288008,0.268053,0.28552,4105697051
2020-11-17,0.291796,0.304402,0.291113,0.302408,6002566535
2020-11-18,0.302397,0.307277,0.283828,0.294222,5684799554
2020-11-19,0.294222,0.306505,0.284643,0.303766,5230574728
2020-11-20,0.303766,0.329393,0.298203,0.328068,6283633942
2020-11-21,0.328068,0.463057,0.328068,0.458344,16206296041
2020-11-22,0.458344,0.491902,0.413256,0.4437,19097682286
2020-11-23,0.443701,0.614969,0.434732,0.61398,20715303968
2020-11-24,0.614193,0.768019,0.577906,0.692103,32826193388
2020-11-25,0.692154,0.719857,0.596548,0.635483,23569614498
2020-11-26,0.634892,0.64973,0.462141,0.533019,23673915793
2020-11-27,0.533383,0.585865,0.508714,0.559268,18713160692
2020-11-28,0.559675,0.64455,0.54264,0.625622,17173561815
2020-11-29,0.625742,0.634513,0.588363,0.606246,15391721339
2020-11-30,0.606289,0.672179,0.600425,0.664337,17398359053
2020-12-01,0.664515,0.679158,0.594348,0.612923,16985355820
2020-12-02,0.612992,0.635897,0.598636,0.629893,12874875863
2020-12-03,0.629995,0.640333,0.616173,0.631483,9884297219
2020-12-04,0.631469,0.632967,0.546687,0.557262,9629062989
2020-12-05,0.557088,0.595839,0.551785,0.584421,8565677726
2020-12-06,0.584414,0.625878,0.581516,0.619851,10280250882
2020-12-07,0.619714,0.622832,0.592819,0.608934,7718537440
2020-12-08,0.608858,0.610161,0.55457,0.558836,8302771172
2020-12-09,0.558667,0.601939,0.505983,0.58359,12648574700
2020-12-10,0.583657,0.586856,0.556169,0.572954,9695432997
2020-12-11,0.573062,0.583693,0.531383,0.546483,10708202570
2020-12-12,0.546316,0.546316,0.487353,0.506401,10925057158
2020-12-13,0.506678,0.52696,0.487282,0.511464,8534780504
2020-12-14,0.511608,0.517141,0.490168,0.497712,7110439196
2020-12-15,0.497688,0.50661,0.465994,0.46971,9052977849
2020-12-16,0.469677,0.568772,0.442028,0.568628,15158282218
2020-12-17,0.568488,0.653909,0.546419,0.576677,21429914951
2020-12-18,0.576739,0.610361,0.552338,0.58428,14936843250
2020-12-19,0.5842,0.601961,0.568032,0.579163,11188586674
2020-12-20,0.57899,0.585579,0.53851,0.556058,9611613770
2020-12-21,0.555961,0.567767,0.502857,0.516944,9852685075
2020-12-22,0.516792,0.521599,0.410551,0.448448,15134323976
2020-12-23,0.447966,0.447966,0.221363,0.258602,19793483656
2020-12-24,0.259113,0.367624,0.243742,0.337819,16742652289
2020-12-25,0.337331,0.380603,0.285174,0.318091,16321189804
2020-12-26,0.318074,0.322314,0.287183,0.294713,9984475081
2020-12-27,0.294758,0.307464,0.270248,0.283039,9250325478
2020-12-28,0.283366,0.306016,0.239413,0.247958,8389871765
2020-12-29,0.247673,0.248318,0.174831,0.220962,12970077098
2020-12-30,0.220902,0.23536,0.19467,0.211828,8894036560
2020-12-31,0.211787,0.227613,0.206465,0.219846,5363979601
2021-01-01,0.219845,0.24927,0.217288,0.237444,5888429287
2021-01-02,0.23767,0.238388,0.215816,0.221655,4773658725
2021-01-03,0.221744,0.237741,0.217167,0.225848,5109898871
2021-01-04,0.226038,0.256477,0.219722,0.236677,6141918380
2021-01-05,0.236636,0.241251,0.221602,0.22675,5378491929
2021-01-06,0.226866,0.269158,0.223464,0.250895,7552726810
2021-01-07,0.250926,0.365296,0.24781,0.326002,15955049240
2021-01-08,0.326089,0.345916,0.291539,0.32323,9825829516
2021-01-09,0.323156,0.339859,0.307895,0.326916,7184429145
2021-01-10,0.326833,0.365221,0.292159,0.318336,9647740012
2021-01-11,0.317941,0.317941,0.259468,0.288905,9787288503
2021-01-12,0.288677,0.309924,0.27937,0.292123,6557418314
2021-01-13,0.292028,0.308798,0.286889,0.30558,4831812051
2021-01-14,0.305536,0.308343,0.284211,0.295438,5277189444
2021-01-15,0.295569,0.301757,0.264747,0.280406,4955409029
2021-01-16,0.280292,0.295191,0.27701,0.280188,4116256007
2021-01-17,0.280067,0.285268,0.270652,0.277384,3488557208
2021-01-18,0.277372,0.287624,0.272637,0.284769,3239112861
2021-01-19,0.284826,0.326188,0.283997,0.294314,5583136814
2021-01-20,0.294219,0.308621,0.281986,0.296518,4528341598
2021-01-21,0.296466,0.306218,0.263124,0.268946,4453463443
2021-01-22,0.268776,0.277843,0.244917,0.272799,4501765714
2021-01-23,0.272611,0.282623,0.266979,0.271821,3018882841
2021-01-24,0.27184,0.277425,0.270216,0.273509,2472431875
2021-01-25,0.273473,0.282417,0.2688,0.269089,2925493997
2021-01-26,0.269049,0.271104,0.259708,0.268827,2790821503
2021-01-27,0.268856,0.268972,0.245532,0.251943,2940937079
2021-01-28,0.251915,0.269009,0.248786,0.264122,2793379611
2021-01-29,0.27053,0.310194,0.260488,0.282188,8031899348
2021-01-30,0.282152,0.489346,0.279825,0.440244,24417465997
2021-01-31,0.437832,0.499702,0.389498,0.492314,24394851756
2021-02-01,0.492512,0.744821,0.360693,0.371509,34974233953
2021-02-02,0.37052,0.404264,0.344269,0.36927,12756138062
2021-02-03,0.369364,0.408062,0.369364,0.39349,8672301822
2021-02-04,0.393411,0.472306,0.379181,0.446449,13193400182
2021-02-05,0.445325,0.464705,0.425102,0.450047,10229060640
2021-02-06,0.450157,0.452282,0.42671,0.439096,7625571666
2021-02-07,0.439128,0.445519,0.398767,0.417958,7495069765
2021-02-08,0.417766,0.459916,0.412719,0.447702,8180714581
2021-02-09,0.447659,0.485191,0.44757,0.471991,9634769935
2021-02-10,0.471919,0.534105,0.46599,0.503445,13793347172
2021-02-11,0.503053,0.527617,0.501136,0.524787,8979459920
2021-02-12,0.524627,0.61263,0.518265,0.608592,13950086407
2021-02-13,0.608105,0.637035,0.549918,0.628996,14161115005
2021-02-14,0.62845,0.632386,0.567155,0.594193,10460949240
2021-02-15,0.593453,0.600052,0.521564,0.548915,10563510365
2021-02-16,0.548595,0.577315,0.490038,0.520846,10310430732
2021-02-17,0.520798,0.554361,0.497116,0.535537,9332962077
2021-02-18,0.535098,0.558641,0.523872,0.532433,5621706995
2021-02-19,0.53257,0.579084,0.520655,0.567019,6896487164
2021-02-20,0.566883,0.582424,0.48244,0.517512,7892199926
2021-02-21,0.516879,0.558367,0.508464,0.54856,6569716153
2021-02-22,0.548324,0.639851,0.520069,0.571741,18769236632
2021-02-23,0.570989,0.570989,0.379302,0.473563,14359021786
2021-02-24,0.474201,0.49937,0.454759,0.471832,8015468859
2021-02-25,0.471776,0.482517,0.429103,0.434524,5952353924
2021-02-26,0.434941,0.45044,0.415559,0.4279,6476253874
2021-02-27,0.427904,0.457596,0.427904,0.437809,4756622833
2021-02-28,0.437764,0.43944,0.397699,0.414953,4325860134
2021-03-01,0.415109,0.451348,0.413587,0.447244,3547533777
2021-03-02,0.446496,0.454764,0.424843,0.436837,3388591213
2021-03-03,0.436903,0.466652,0.433526,0.450279,3304301858
2021-03-04,0.45006,0.493142,0.438003,0.486605,6027421637
2021-03-05,0.485831,0.485831,0.449948,0.458119,4288262516
2021-03-06,0.457864,0.470688,0.452495,0.465106,2758849692
2021-03-07,0.465094,0.469286,0.459866,0.466867,2364586464
2021-03-08,0.466888,0.485989,0.457319,0.473597,3587390975
2021-03-09,0.473745,0.485988,0.472442,0.485988,3020728025
2021-03-10,0.485903,0.487647,0.458831,0.463166,3271277631
