DATETIME,OPEN,HIGH,LOW,CLOSE,VOLUME
2022-01-01,0.066291,0.067516,0.066264,0.067356,1061352231
2022-01-02,0.067355,0.068838,0.06705,0.068392,1196932011
2022-01-03,0.068389,0.068777,0.067698,0.0682,1187892608
2022-01-04,0.0682,0.069169,0.067433,0.067534,1141122518
2022-01-05,0.067538,0.068409,0.061873,0.06311,1368895174
2022-01-06,0.063103,0.063329,0.061577,0.062944,1639774635
2022-01-07,0.062939,0.063005,0.0594,0.059959,1414083670
2022-01-08,0.059978,0.060844,0.056622,0.057849,928269659
2022-01-09,0.057853,0.059308,0.057429,0.058367,782694097
2022-01-10,0.058366,0.059008,0.054576,0.056104,1068817903
2022-01-11,0.056091,0.057767,0.055718,0.057129,873880716
2022-01-12,0.057132,0.059658,0.057132,0.059494,693508995
2022-01-13,0.059496,0.059683,0.057839,0.057845,928949824
2022-01-14,0.057844,0.059849,0.057664,0.059277,1091018510
2022-01-15,0.05928,0.060677,0.058913,0.060046,653011689
2022-01-16,0.06004,0.061522,0.059863,0.061262,697165856
2022-01-17,0.061269,0.063244,0.060557,0.062043,1040700810
2022-01-18,0.06205,0.062433,0.059751,0.06045,1003017618
2022-01-19,0.060458,0.061303,0.058688,0.061076,949373701
2022-01-20,0.061059,0.063488,0.059863,0.059874,682096829
2022-01-21,0.05989,0.060714,0.052903,0.053689,1216897732
2022-01-22,0.053721,0.054564,0.046961,0.049966,1535996546
2022-01-23,0.049984,0.05152,0.049103,0.050764,995417586
2022-01-24,0.05077,0.050786,0.045457,0.048608,1432584171
2022-01-25,0.048612,0.049598,0.048142,0.049433,981329444
2022-01-26,0.049427,0.052019,0.049402,0.050055,907886168
2022-01-27,0.050042,0.051218,0.048692,0.050611,664689125
2022-01-28,0.050611,0.0517,0.050183,0.051656,545996891
2022-01-29,0.051655,0.054061,0.051301,0.054055,621764909
2022-01-30,0.054071,0.054257,0.052386,0.052665,483823614
2022-01-31,0.052666,0.052892,0.050932,0.052667,694250306
2022-02-01,0.052664,0.053408,0.052357,0.053106,652064244
2022-02-02,0.053105,0.0543,0.051852,0.051901,655572985
2022-02-03,0.051884,0.05217,0.051805,0.05217,742823700
2022-02-04,0.052166,0.05627,0.052166,0.056256,834388835
2022-02-05,0.056258,0.057713,0.055557,0.056563,757085007
2022-02-06,0.056562,0.057837,0.056405,0.057799,585220149
2022-02-07,0.057798,0.060552,0.057035,0.059923,790671885
2022-02-08,0.059936,0.061402,0.058554,0.059672,903827299
2022-02-09,0.059657,0.061344,0.059081,0.061132,959643264
2022-02-10,0.061136,0.062601,0.060146,0.060168,1079038082
2022-02-11,0.060167,0.060167,0.055968,0.056425,1199666004
2022-02-12,0.056423,0.057323,0.055047,0.055935,958819357
2022-02-13,0.055924,0.057237,0.055797,0.056724,854986574
2022-02-14,0.056695,0.057799,0.055872,0.057092,759462498
2022-02-15,0.057088,0.058944,0.056967,0.05887,814666753
2022-02-16,0.058875,0.058914,0.057714,0.058447,787384261
2022-02-17,0.058427,0.058965,0.054836,0.054983,926808661
2022-02-18,0.055003,0.056463,0.054859,0.055774,787001063
2022-02-19,0.055774,0.056843,0.055674,0.056135,665332590
2022-02-20,0.056128,0.056131,0.054069,0.054843,796413954
2022-02-21,0.054836,0.055923,0.052715,0.052723,1068362735
2022-02-22,0.052721,0.055348,0.052578,0.055315,890458129
2022-02-23,0.055311,0.056384,0.053925,0.053925,873067142
2022-02-24,0.053916,0.054386,0.050241,0.054617,1168509101
2022-02-25,0.054622,0.055913,0.049683,0.052773,1270731975
2022-02-26,0.052778,0.054532,0.05226,0.052812,839463141
2022-02-27,0.052815,0.053875,0.05157,0.051924,1229348770
2022-02-28,0.051911,0.055221,0.051622,0.055063,865964772
2022-03-01,0.055065,0.056306,0.05465,0.055805,721832971
2022-03-02,0.055809,0.05652,0.054953,0.055353,651947807
2022-03-03,0.055352,0.0555,0.05362,0.054188,580089400
2022-03-04,0.054198,0.054401,0.052692,0.053239,711388042
2022-03-05,0.053252,0.05567,0.0529,0.0553,601647474
2022-03-06,0.055307,0.055641,0.054158,0.054186,697335052
2022-03-07,0.054183,0.055549,0.053496,0.054002,822046735
2022-03-08,0.054,0.055898,0.05393,0.055556,1001588942
2022-03-09,0.055564,0.057298,0.054622,0.054943,1003628668
2022-03-10,0.054942,0.054942,0.052422,0.054361,1012229809
2022-03-11,0.054363,0.055201,0.053694,0.05522,878050166
2022-03-12,0.055222,0.055595,0.054654,0.054678,606717741
2022-03-13,0.054671,0.05519,0.054027,0.054303,622289238
2022-03-14,0.054298,0.055126,0.054036,0.054961,753403123
2022-03-15,0.05496,0.055428,0.05434,0.055166,678952828
2022-03-16,0.055163,0.05602,0.054386,0.055421,749936576
2022-03-17,0.055423,0.05539,0.054973,0.054777,470900398
2022-03-18,0.054771,0.055803,0.05448,0.055751,570583983
2022-03-19,0.055742,0.056158,0.05544,0.055949,629850609
2022-03-20,0.055939,0.056423,0.055063,0.055637,832262364
2022-03-21,0.055639,0.056012,0.05513,0.056079,841401451
2022-03-22,0.056074,0.057775,0.056053,0.057489,908479930
2022-03-23,0.057494,0.058961,0.057411,0.058457,814994735
2022-03-24,0.058456,0.059807,0.058156,0.059564,865918818
2022-03-25,0.059567,0.060359,0.058313,0.058693,722345197
2022-03-26,0.058695,0.060232,0.05827,0.060232,889481196
2022-03-27,0.060242,0.063056,0.060098,0.062988,1207015938
2022-03-28,0.06297,0.065569,0.062607,0.06285,1134486482
2022-03-29,0.062813,0.06573,0.061812,0.062557,908039659
2022-03-30,0.062559,0.066477,0.061061,0.065483,1604343293
2022-03-31,0.065508,0.071417,0.065508,0.066715,1858353128
2022-04-01,0.066746,0.067794,0.06484,0.067786,1027406032
2022-04-02,0.067791,0.069105,0.066295,0.06632,925696340
2022-04-03,0.066308,0.066686,0.065409,0.06623,859666114
2022-04-04,0.066219,0.066219,0.063033,0.064524,1379223059
2022-04-05,0.064518,0.065385,0.063636,0.06366,1382381142
2022-04-06,0.063656,0.063656,0.058051,0.058072,1403149425
2022-04-07,0.058076,0.059435,0.057745,0.059301,894547159
2022-04-08,0.059298,0.059966,0.057229,0.057481,802252615
2022-04-09,0.057485,0.058824,0.057417,0.058811,1038717952
2022-04-10,0.058811,0.059011,0.057331,0.057455,1013140577
2022-04-11,0.057437,0.057421,0.053273,0.053532,983161689
2022-04-12,0.053547,0.055412,0.053429,0.05538,963661495
2022-04-13,0.055373,0.05646,0.054943,0.05646,936286487
2022-04-14,0.056451,0.056744,0.054994,0.055565,974882971
2022-04-15,0.055566,0.057499,0.055492,0.057242,954407620
2022-04-16,0.057244,0.057531,0.056522,0.057307,809541449
2022-04-17,0.057303,0.058131,0.055633,0.055707,1029047219
2022-04-18,0.05571,0.057158,0.054763,0.057103,991737640
2022-04-19,0.057103,0.058935,0.056693,0.058698,897056004
2022-04-20,0.058674,0.058496,0.057125,0.057736,905958250
2022-04-21,0.057733,0.06835,0.057636,0.065952,2958966592
2022-04-22,0.065899,0.066475,0.061861,0.061919,1671927753
2022-04-23,0.061912,0.064077,0.061836,0.062718,796387502
2022-04-24,0.06272,0.06291,0.060016,0.060777,677023931
2022-04-25,0.060781,0.060826,0.057668,0.060982,768126039
2022-04-26,0.060975,0.061122,0.058011,0.058179,713675483
2022-04-27,0.058185,0.059896,0.058136,0.059902,729489977
2022-04-28,0.059895,0.060844,0.059533,0.060695,714557925
2022-04-29,0.060687,0.065943,0.059737,0.060258,1372131975
2022-04-30,0.060262,0.061805,0.058914,0.05953,1006042259
2022-05-01,0.059529,0.06782,0.058794,0.067306,1691198675
2022-05-02,0.067302,0.069533,0.061806,0.065452,1573520766
2022-05-03,0.065457,0.070913,0.065163,0.068725,1645356816
2022-05-04,0.068739,0.081197,0.066771,0.081205,2805897048
2022-05-05,0.081211,0.083891,0.068334,0.070765,2675949843
2022-05-06,0.070761,0.083226,0.069382,0.081696,3399226375
2022-05-07,0.081761,0.083314,0.076305,0.078937,2911637152
2022-05-08,0.078965,0.086213,0.076491,0.083104,2689063921
2022-05-09,0.083126,0.083381,0.068842,0.069355,2762661379
2022-05-10,0.06934,0.07763,0.068237,0.073128,2339173442
2022-05-11,0.073104,0.077458,0.0603,0.070846,3940803563
2022-05-12,0.070847,0.075005,0.0637,0.064945,2282553428
2022-05-13,0.064921,0.073393,0.064311,0.071271,1418432618
2022-05-14,0.071276,0.072928,0.068233,0.069632,986656279
2022-05-15,0.069623,0.069623,0.065401,0.069586,837388682
2022-05-16,0.069589,0.069595,0.064814,0.066182,819301583
2022-05-17,0.0662,0.069779,0.06608,0.068531,902903923
2022-05-18,0.068517,0.06888,0.066275,0.067768,842725055
2022-05-19,0.067771,0.070404,0.06699,0.069574,968241325
2022-05-20,0.069576,0.07086,0.066591,0.067531,972894134
2022-05-21,0.067534,0.071395,0.066827,0.070104,722020087
